,a_i_num,adr_for,area_type,site_type,silvicult,forest_fun,stand_stru,rotat_age,sub_area,prot_categ,species_cd,part_cd,spec_age,a_year
4517,211023920,02-11-1-02-89    -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,5.19,OCH USZK,SO,10,43,2022
4518,211010112,02-11-3-10-156   -b   -00,D-STAN,BMW,O,OCHR,DRZEW,100,7.17,OCH WOD,SO,10,63,2022
4519,211003658,02-11-1-04-236   -h   -00,D-STAN,BMŚW,S,OCHR,KO,100,2.6,OCH USZK,SO,10,128,2022
4520,211004193,02-11-2-05-187   -c   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,4.15,,SO,10,58,2022
4521,211008388,02-11-3-11-180   -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,2.61,OCH WOD,SO,5,48,2022
4523,211023338,02-11-3-11-226   -h   -00,D-STAN,BMW,O,OCHR,DRZEW,100,0.93,OCH WOD,SO,6,163,2022
4524,211004892,02-11-2-06-46    -g   -00,D-STAN,LW,GPZ,GOSP,DRZEW,140,1.81,,DB,4,5,2022
4525,211016117,02-11-3-11-196   -d   -00,POL ŁOW,LMW,GPZ,GOSP,,100,2.25,,CZM.P,,0,2022
4526,211003996,02-11-2-05-155   -b   -00,D-STAN,LMW,O,OCHR,DRZEW,100,3.63,OCH WOD,SO,9,58,2022
4527,211022857,02-11-3-12-80    -k   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,0.15,,SO,10,53,2022
4528,211007526,02-11-2-08-201   -h   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,0.89,,SO,10,78,2022
4529,211020445,02-11-3-12-81    -i   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,2.7,,SO,10,53,2022
4530,211009209,02-11-3-10-111   -d   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,3.95,,SO,10,43,2022
4531,211004816,02-11-2-07-23    -f   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,7.12,,SO,10,103,2022
4532,211024602,02-11-2-08-85A   -c   -03,D-STAN,LMW,GPZ,GOSP,DRZEW,80,5.14,,OL,10,20,2022
4533,211002357,02-11-1-03-162   -h   -00,D-STAN,LŚW,O,OCHR,DRZEW,80,0.52,OCH USZK,BRZ,7,63,2022
4534,211005330,02-11-2-06-102   -g   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,80,2.01,,BRZ,6,23,2022
4535,211020132,02-11-1-03-145   -i   -00,D-STAN,LŚW,GPZ,GOSP,DRZEW,80,0.63,,BRZ,8,68,2022
4536,211002134,02-11-1-03-146   -c   -00,D-STAN,LMŚW,O,OCHR,KO,100,9.17,OCH USZK,SO,8,103,2022
4537,211004310,02-11-2-05-209   -g   -00,D-STAN,LŚW,O,OCHR,DRZEW,100,4.27,OCH WOD,SO,9,31,2022
4538,211005935,02-11-2-06-197   -h   -00,D-STAN,LW,O,OCHR,DRZEW,80,0.96,OCH WOD,OL,10,43,2022
4539,211011390,02-11-3-12-170   -f   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,0.95,,SO,10,123,2022
4540,211018337,02-11-3-11-138   -a   -00,D-STAN,LMW,O,OCHR,DRZEW,120,7.29,OCH WOD,BK,2,43,2022
4541,211008658,02-11-3-10-30    -c   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,120,0.96,,BK,5,58,2022
4542,211020706,02-11-1-01-18    -b   -00,D-STAN,BMŚW,O,OCHR,DRZEW,0,2.83,OCH USZK,SO,8,2,2022
4543,211000779,02-11-1-02-92    -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.85,OCH USZK,SO,4,53,2022
4544,211014731,02-11-2-07-78    -j   -00,POL ŁOW,LMŚW,GPZ,GOSP,,100,0.43,,LP,,103,2022
4545,211018993,02-11-2-06-193   -c   -00,D-STAN,LMW,O,OCHR,DRZEW,100,4.63,OCH WOD,SO,10,98,2022
4546,211022636,02-11-2-08-93    -j   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,3.32,,SO,10,113,2022
4548,211017365,02-11-2-07-33    -g   -00,D-STAN,LMW,O,OCHR,DRZEW,100,3.59,OCH WOD,SO,4,24,2022
4549,211018803,02-11-2-06-46    -p   -00,D-STAN,LMW,O,OCHR,KO,100,8.66,OCH WOD,SO,10,108,2022
4550,211023941,02-11-1-02-111   -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,5.34,OCH USZK,SO,10,113,2022
4552,211010133,02-11-3-10-157   -c   -00,D-STAN,LMW,O,OCHR,DRZEW,80,0.91,OCH WOD,OL,10,63,2022
4553,211023541,02-11-1-03-172   -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,10.37,OCH USZK,SO,6,38,2022
4554,211002825,02-11-1-04-186   -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.7,OCH USZK,ŚW,4,78,2022
4556,211008335,02-11-3-11-135   -d   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,100,1.04,,SO,8,18,2022
4557,211023140,02-11-1-01-64    -g   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,2.94,OCH USZK,SO,7,10,2022
4558,211010842,02-11-3-12-38    -m   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,5.96,,SO,3,5,2022
4559,211004116,02-11-2-05-182   -i   -00,D-STAN,LMW,O,OCHR,DRZEW,100,3.54,OCH WOD,SO,5,48,2022
4560,211024548,02-11-1-03-173   -c   -99,D-STAN,LMW,O,OCHR,DRZEW,100,2.45,OCH USZK,SO,9,103,2022
4561,211000930,02-11-1-01-110   -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.07,OCH USZK,SO,5,15,2022
4563,211024591,02-11-2-07-75    -b   -99,D-STAN,BŚW,GZ,GOSP,DRZEW,100,4.02,,SO,10,108,2022
4564,211004279,02-11-2-05-208   -d   -00,D-STAN,LŚW,GPZ,GOSP,DRZEW,120,2.82,,BK,4,19,2022
4565,211010160,02-11-3-10-158   -h   -00,D-STAN,BMW,O,OCHR,DRZEW,100,1.6,OCH WOD,SO,10,33,2022
4566,211006245,02-11-2-07-37    -f   -00,D-STAN,BMW,O,OCHR,DRZEW,100,2.34,OCH WOD,SO,10,48,2022
4567,211019362,02-11-1-03-168   -i   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.63,OCH USZK,SO,5,53,2022
4568,211019170,02-11-2-06-126   -g   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,2.28,OCH WOD,SO,10,163,2022
4569,211010242,02-11-3-12-163   -a   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,2.68,,SO,10,63,2022
4570,211002456,02-11-1-03-167   -h   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.46,OCH USZK,BK,6,21,2022
4571,211022966,02-11-2-07-35    -i   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,0.45,,SO,10,63,2022
4573,211018237,02-11-2-08-110   -d   -00,D-STAN,BMW,O,OCHR,DRZEW,100,4.5,OCH WOD,SO,8,63,2022
4574,211020986,02-11-3-10-237   -s   -00,D-STAN,LŚW,GPZ,GOSP,DRZEW,80,2.41,,GB,5,113,2022
4575,211008304,02-11-3-11-134   -c   -00,D-STAN,OL,O,OCHR,DRZEW,80,1.2,OCH WOD,OL,9,18,2022
4576,211023983,02-11-1-04-221   -b   -00,ZRĄB,BŚW,O,OCHR,,100,3.28,OCH USZK,SO,,103,2022
4577,211008076,02-11-3-09-86    -l   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,0.87,OCH WOD,SO,5,38,2022
4578,211006495,02-11-2-07-62    -h   -00,D-STAN,BMW,O,OCHR,DRZEW,100,1.8,OCH WOD,SO,10,63,2022
4579,211008258,02-11-3-11-130   -d   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,4.98,,SO,10,88,2022
4580,211001483,02-11-1-02-96    -c   -00,D-STAN,LŚW,O,OCHR,DRZEW,100,1.46,OCH USZK,SO,9,93,2022
4581,211008722,02-11-3-09-56    -b   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,4.12,,SO,10,33,2022
4583,211020641,02-11-1-02-32    -b   -00,D-STAN,LMW,O,OCHR,KO,140,2.69,OCH USZK,DB,5,103,2022
4584,211000217,02-11-1-01-15    -d   -00,D-STAN,OL,O,OCHR,DRZEW,80,0.61,OCH USZK,OL,10,83,2022
4585,211002450,02-11-1-03-167   -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,6.3,OCH USZK,SO,10,98,2022
4587,211021201,02-11-1-01-17    -c   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,7.51,OCH USZK,SO,7,58,2022
4588,211022906,02-11-2-07-73    -i   -00,D-STAN,BMW,GZ,GOSP,KO,100,5.69,,SO,10,98,2022
4589,211024494,02-11-1-01-67    -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.35,OCH USZK,SO,10,113,2022
4590,211023660,02-11-3-09-92    -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,4.97,OCH WOD,SO,7,38,2022
4591,211007221,02-11-2-08-141   -i   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,4.28,,SO,10,31,2022
4593,211004459,02-11-2-05-228   -a   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,3.45,,SO,10,93,2022
4594,211011442,02-11-3-12-174   -c   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,3.53,,SO,5,43,2022
4596,211017546,02-11-3-09-18    -c   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,2.38,,SO,10,18,2022
4597,211003556,02-11-1-04-230   -d   -00,D-STAN,BMŚW,S,OCHR,DRZEW,100,7.06,OCH USZK,SO,10,73,2022
4598,211002726,02-11-1-03-179   -h   -00,D-STAN,LŚW,O,OCHR,KDO,100,5.3,OCH USZK,SO,10,103,2022
4599,211018266,02-11-2-08-142   -g   -00,SUKCESJA,BŚW,O,OCHR,,100,0.43,OCH WOD,SO,7,13,2022
4600,211023188,02-11-3-12-172   -b   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,2.4,,SO,9,73,2022
4601,211018230,02-11-2-08-84A   -c   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,80,17.41,,OL,9,18,2022
4602,211004541,02-11-2-06-4     -b   -00,D-STAN,LŚW,O,OCHR,DRZEW,100,4.83,OCH WOD,BRZ,4,28,2022
4603,211009897,02-11-3-11-223   -d   -00,D-STAN,BMB,S,OCHR,DRZEW,100,1.52,OCH WOD,SO,9,38,2022
4604,211005612,02-11-2-06-134   -d   -00,ZRĄB,BMŚW,GZ,GOSP,,0,1.84,,SO,,110,2022
4605,211006556,02-11-2-07-65    -j   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,2.0,,SO,10,62,2022
4606,211009296,02-11-3-10-116   -d   -00,D-STAN,LMW,O,OCHR,DRZEW,100,1.35,OCH WOD,SO,5,8,2022
4607,211002904,02-11-1-04-191   -g   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,1.0,OCH USZK,SO,7,6,2022
4608,211023368,02-11-3-10-33    -h   -00,D-STAN,BMW,O,OCHR,DRZEW,100,4.07,OCH WOD,SO,10,123,2022
4609,211018342,02-11-3-10-159   -a   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,2.08,OCH WOD,SO,10,58,2022
4610,211011512,02-11-3-12-215   -b   -00,D-STAN,LMW,O,OCHR,DRZEW,100,7.06,OCH WOD,SO,5,43,2022
4611,211023770,02-11-3-12-117   -c   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,5.58,,SO,10,58,2022
4612,211003887,02-11-2-05-148   -c   -00,D-STAN,LMŚW,GPZ,GOSP,KO,100,2.73,,SO,8,113,2022
4613,211024514,02-11-1-01-28    -f   -00,D-STAN,OL,O,OCHR,DRZEW,80,2.81,OCH USZK,OL,7,58,2022
4615,211017428,02-11-2-08-199   -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.26,OCH WOD,SO,6,20,2022
4617,211001108,02-11-1-02-35    -j   -00,D-STAN,LMW,O,OCHR,DRZEW,80,3.18,OCH USZK,OL,7,48,2022
4619,211002722,02-11-1-03-179   -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,120,1.54,OCH USZK,BK,5,23,2022
4620,211023869,02-11-2-07-77    -g   -00,D-STAN,LMW,O,OCHR,DRZEW,100,2.66,OCH WOD,DB,5,2,2022
4621,211020894,02-11-1-01-79    -h   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,7.2,OCH USZK,SO,6,58,2022
4622,211023979,02-11-1-04-219   -g   -00,D-STAN,BŚW,O,OCHR,DRZEW,100,12.66,OCH USZK,SO,10,93,2022
4624,211009015,02-11-3-09-101   -a   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,2.38,,SO,10,53,2022
4625,211000964,02-11-1-02-26A   -d   -00,SZCZ CHR,OL,S,OCHR,,80,0.14,OCH USZK,KRU,,0,2022
4626,211010460,02-11-3-10-206   -d   -00,D-STAN,LMW,O,OCHR,DRZEW,100,2.3,OCH WOD,SO,8,18,2022
4628,211009406,02-11-3-11-141   -d   -00,D-STAN,LMW,O,OCHR,DRZEW,100,3.76,OCH WOD,SO,7,18,2022
4629,211010381,02-11-3-10-201   -h   -00,D-STAN,LMW,O,OCHR,DRZEW,100,6.52,OCH WOD,SO,4,23,2022
4630,211010783,02-11-3-12-35    -f   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,1.59,,SO,10,68,2022
4631,211023555,02-11-1-03-178   -d   -00,D-STAN,LŚW,O,OCHR,DRZEW,100,1.31,OCH USZK,SO,10,78,2022
4632,211008372,02-11-3-11-178   -f   -00,D-STAN,LMW,O,OCHR,DRZEW,80,4.92,OCH WOD,BRZ,7,38,2022
4633,211005088,02-11-2-07-70    -b   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,0.99,,SO,10,53,2022
4634,211003498,02-11-1-04-226   -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,5.19,OCH USZK,SO,6,88,2022
4635,211008473,02-11-3-10-7     -j   -00,D-STAN,LMW,O,OCHR,DRZEW,120,1.31,OCH WOD,BK,3,28,2022
4636,211000873,02-11-1-01-107   -k   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.2,OCH USZK,SO,5,33,2022
4637,211018664,02-11-2-05-209   -c   -00,D-STAN,LŚW,GPZ,GOSP,DRZEW,120,2.36,,BK,4,83,2022
4639,211024601,02-11-2-08-84    -n   -00,POL ŁOW,BMŚW,GPZ,GOSP,,0,1.4,,,,0,2022
4640,211005933,02-11-2-06-197   -g   -00,D-STAN,LW,O,OCHR,DRZEW,80,0.78,OCH WOD,OL,10,73,2022
4641,211010927,02-11-3-12-43    -i   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,1.66,,SO,9,21,2022
4642,211006742,02-11-2-07-77    -a   -00,D-STAN,BMW,O,OCHR,DRZEW,100,3.91,OCH WOD,SO,10,73,2022
4643,211023886,02-11-1-02-26A   -t   -00,SZCZ CHR,OL,S,OCHR,,80,1.82,OCH USZK,BRZ,8,53,2022
4644,211023919,02-11-1-02-89    -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,13.59,OCH USZK,SO,5,58,2022
4645,211018310,02-11-2-08-225   -l   -00,D-STAN,LŁ,S,GOSP,DRZEW,140,1.29,,DB,4,98,2022
4646,211000012,02-11-1-01-2     -a   -00,D-STAN,LW,O,OCHR,DRZEW,140,0.5,OCH USZK,DB,7,78,2022
4648,211000915,02-11-1-01-109   -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,80,3.73,OCH USZK,BRZ,7,58,2022
4649,211023854,02-11-2-07-66    -h   -00,D-STAN,BMW,O,OCHR,DRZEW,100,10.74,OCH WOD,SO,4,35,2022
4650,211007083,02-11-2-08-113   -d   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,4.17,,SO,10,78,2022
4651,211010889,02-11-3-12-41    -h   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,80,0.68,,OL,9,33,2022
4652,211023830,02-11-2-07-39    -c   -00,D-STAN,LMW,O,OCHR,DRZEW,100,8.74,OCH WOD,SO,5,30,2022
4653,211024734,02-11-3-12-125   -f   -99,D-STAN,BMW,O,OCHR,DRZEW,100,0.33,OCH OSTOJ,SO,10,33,2022
4654,211000168,02-11-1-01-12    -i   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.91,OCH USZK,MD,6,88,2022
4655,211001112,02-11-1-02-82A   -dx  -00,D-STAN,LMŚW,O,OCHR,DRZEW,80,2.34,OCH USZK,BRZ,3,73,2022
4656,211004983,02-11-2-07-51    -d   -00,D-STAN,LMŚW,GPZ,GOSP,KO,100,2.37,,SO,10,108,2022
4658,211011296,02-11-3-12-126   -g   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,1.04,,SO,9,53,2022
4659,211024604,02-11-2-06-126   -b   -02,D-STAN,LMW,O,OCHR,DRZEW,100,2.49,OCH WOD,SO,5,25,2022
4660,211008417,02-11-3-11-181   -h   -00,D-STAN,LMW,O,OCHR,DRZEW,100,0.89,OCH WOD,SO,10,98,2022
4661,211023179,02-11-3-12-168   -c   -00,D-STAN,BMŚW,S,OCHR,DRZEW,100,0.47,OCH WOD,SO,6,10,2022
4662,211017551,02-11-2-06-99    -b   -00,D-STAN,LMW,O,OCHR,DRZEW,100,1.47,OCH WOD,SO,5,18,2022
4663,211009812,02-11-3-11-197   -a   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,100,3.2,,SO,8,28,2022
4664,211005671,02-11-2-08-135   -t   -00,D-STAN,BMW,O,OCHR,DRZEW,100,1.03,OCH WOD,SO,10,41,2022
4665,211009381,02-11-3-11-140   -g   -00,D-STAN,LMW,O,OCHR,DRZEW,100,2.94,OCH WOD,SO,8,33,2022
4666,211003003,02-11-1-04-219   -h   -00,POL ŁOW,BMŚW,O,OCHR,,100,0.44,OCH USZK,SO,8,38,2022
4667,211010090,02-11-3-10-154   -b   -00,D-STAN,BMW,O,OCHR,DRZEW,100,2.7,OCH WOD,SO,10,88,2022
4668,211001619,02-11-1-02-104   -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.98,OCH USZK,SO,5,23,2022
4669,211023642,02-11-3-09-15    -b   -00,D-STAN,BMW,O,OCHR,DRZEW,100,6.23,OCH WOD,SO,10,58,2022
4670,211003980,02-11-2-05-153   -k   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,6.64,,SO,4,23,2022
4671,211000232,02-11-1-01-16    -d   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,3.99,OCH USZK,SO,9,43,2022
4672,211021494,02-11-1-03-169   -a   -00,D-STAN,LW,O,OCHR,KO,100,6.93,OCH USZK,SO,9,98,2022
4673,211005815,02-11-2-06-167   -g   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,120,5.26,,SO,6,3,2022
4677,211001783,02-11-1-02-121   -b   -00,D-STAN,LMŚW,O,OCHR,KO,100,5.81,OCH USZK,SO,10,113,2022
4678,211007026,02-11-2-08-110   -a   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,6.13,,SO,10,48,2022
4679,211024544,02-11-2-07-56    -a   -99,D-STAN,BMW,O,OCHR,DRZEW,100,2.3,OCH WOD,SO,10,98,2022
4680,211007929,02-11-3-09-49    -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,4.33,OCH WOD,SO,8,58,2022
4681,211023931,02-11-1-02-99    -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,18.01,OCH USZK,SO,4,63,2022
4683,211023587,02-11-2-08-199   -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.4,OCH WOD,SO,10,123,2022
4684,211018242,02-11-2-08-112   -c   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,6.33,,SO,10,28,2022
4685,211023328,02-11-3-11-222   -c   -00,D-STAN,BMW,O,OCHR,DRZEW,100,3.25,OCH WOD,SO,7,3,2022
4686,211005804,02-11-2-06-166   -d   -00,D-STAN,LMW,O,OCHR,DRZEW,100,3.08,OCH WOD,SO,10,133,2022
4687,211022544,02-11-3-09-20    -a   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,10.28,,SO,10,83,2022
4688,211007374,02-11-2-08-172   -i   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,4.31,,SO,10,73,2022
4689,211009292,02-11-3-10-116   -b   -00,D-STAN,BMW,O,OCHR,DRZEW,100,2.56,OCH WOD,SO,9,38,2022
4690,211005136,02-11-2-07-89    -b   -00,D-STAN,BMŚW,GZ,GOSP,KO,100,5.14,,SO,10,143,2022
4691,211006188,02-11-2-07-29    -b   -00,D-STAN,LW,O,OCHR,DRZEW,80,2.03,OCH WOD,BRZ,5,38,2022
4692,211004645,02-11-2-06-12    -l   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,0.86,OCH WOD,SO,6,73,2022
4693,211019050,02-11-2-06-233   -b   -00,D-STAN,BMW,O,OCHR,DRZEW,100,6.86,OCH WOD,SO,10,43,2022
4694,211004660,02-11-2-06-13    -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.12,OCH WOD,SO,10,58,2022
4695,211001627,02-11-1-02-104   -j   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,5.57,OCH USZK,SO,8,33,2022
4696,211006633,02-11-2-07-72    -a   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,1.71,,SO,10,78,2022
4697,211007351,02-11-2-08-171   -c   -00,D-STAN,LMW,O,OCHR,KO,80,1.27,OCH WOD,BRZ,8,68,2022
4698,211007990,02-11-3-09-52    -c   -00,D-STAN,BMW,O,OCHR,KO,100,3.08,OCH WOD,SO,9,108,2022
4699,211023181,02-11-3-12-169   -b   -00,D-STAN,BMŚW,S,GOSP,DRZEW,0,4.27,,DB,10,7,2022
4700,211006301,02-11-2-07-41    -b   -00,D-STAN,BMW,O,OCHR,DRZEW,100,2.48,OCH WOD,SO,7,38,2022
4701,211000534,02-11-1-01-64    -f   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,4.37,OCH USZK,SO,9,28,2022
4702,211023954,02-11-1-02-122   -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,3.58,OCH USZK,SO,6,53,2022
4703,211011133,02-11-3-12-117   -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,9.86,OCH WOD,SO,10,68,2022
4704,211004609,02-11-2-06-10    -a   -00,D-STAN,LŚW,O,OCHR,DRZEW,100,5.32,OCH WOD,SO,6,13,2022
4705,211010477,02-11-3-10-207   -a   -00,D-STAN,LMW,O,OCHR,DRZEW,80,2.83,OCH WOD,BRZ,5,63,2022
4707,211011010,02-11-3-12-77    -j   -00,D-STAN,BMW,S,OCHR,DRZEW,100,3.34,OCH WOD,SO,6,13,2022
4708,211018335,02-11-2-07-37    -c   -00,D-STAN,BMW,O,OCHR,DRZEW,100,5.3,OCH WOD,SO,10,58,2022
4709,211000542,02-11-1-01-64    -k   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,1.42,OCH USZK,SO,4,3,2022
4710,211005618,02-11-2-06-134   -h   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,2.8,,SO,10,43,2022
4711,211008148,02-11-3-09-90    -d   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,100,0.72,,SO,4,43,2022
4712,211001264,02-11-1-02-59    -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,6.65,OCH USZK,DB,6,63,2022
4713,211018572,02-11-3-11-192   -g   -00,D-STAN,LW,O,OCHR,DRZEW,80,9.85,OCH WOD,OL,3,53,2022
4714,211005750,02-11-2-06-162   -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,0.87,OCH WOD,SO,10,68,2022
4715,211011281,02-11-3-12-125   -j   -00,D-STAN,BMW,O,OCHR,DRZEW,120,0.82,OCH WOD,BK,4,83,2022
4716,211000059,02-11-1-01-5     -a   -00,D-STAN,LW,O,OCHR,DRZEW,140,6.67,OCH USZK,DB,4,93,2022
4718,211023893,02-11-1-02-35    -f   -00,D-STAN,LMW,O,OCHR,DRZEW,80,2.51,OCH USZK,JW,4,33,2022
4719,211017468,02-11-2-06-46    -w   -00,D-STAN,LMW,O,OCHR,DRZEW,100,3.09,OCH WOD,SO,5,15,2022
4720,211000544,02-11-1-01-64    -l   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,0.83,OCH USZK,SO,7,33,2022
4721,211000435,02-11-1-01-45    -g   -00,D-STAN,LMŚW,O,OCHR,KDO,80,7.36,OCH USZK,BRZ,5,63,2022
4722,211007338,02-11-2-08-170   -d   -00,D-STAN,LW,O,OCHR,DRZEW,80,2.11,OCH WOD,OL,8,48,2022
4723,211001530,02-11-1-02-99    -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.46,OCH USZK,SO,5,10,2022
4724,211003052,02-11-1-04-192   -b   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,2.24,OCH USZK,SO,9,68,2022
4725,211008713,02-11-3-10-33    -k   -00,D-STAN,BMW,O,OCHR,DRZEW,100,2.9,OCH WOD,SO,9,58,2022
4727,211023059,02-11-2-08-142   -d   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,11.76,,SO,10,138,2022
4728,211011336,02-11-3-12-128   -k   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,120,4.98,,DB.C,4,42,2022
4729,211009139,02-11-3-10-107   -j   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,0.97,,SO,9,28,2022
4730,211011507,02-11-3-12-214   -h   -00,D-STAN,OLJ,S,OCHR,DRZEW,80,1.12,OCH WOD,OL,10,63,2022
4731,211023665,02-11-3-09-98    -j   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,100,1.87,,SO,10,103,2022
4733,211000694,02-11-1-01-76    -h   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.79,OCH USZK,SO,5,5,2022
4734,211006041,02-11-2-06-222   -d   -00,D-STAN,LMW,O,OCHR,DRZEW,100,3.77,OCH WOD,SO,10,48,2022
4735,211001340,02-11-1-02-82    -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.48,OCH USZK,SO,8,40,2022
4736,211006035,02-11-2-06-222   -b   -00,D-STAN,LMW,O,OCHR,DRZEW,100,3.09,OCH WOD,SO,6,83,2022
4737,211019225,02-11-2-06-134   -i   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,80,2.1,,OL,4,63,2022
4738,211001663,02-11-1-02-113   -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.42,OCH USZK,SO,4,73,2022
4740,211023137,02-11-1-01-47    -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,6.22,OCH USZK,DB,5,63,2022
4741,211004002,02-11-2-05-155   -f   -00,D-STAN,LMW,O,OCHR,DRZEW,100,3.02,OCH WOD,SO,5,23,2022
4742,211004076,02-11-2-05-180   -c   -00,D-STAN,LŚW,GPZ,GOSP,DRZEW,100,5.77,,SO,6,33,2022
4743,211006723,02-11-2-07-76    -d   -00,D-STAN,BMW,O,OCHR,DRZEW,100,3.36,OCH WOD,SO,10,88,2022
4744,211000175,02-11-1-01-13    -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,5.86,OCH USZK,SO,5,38,2022
4745,211007477,02-11-2-08-177   -i   -00,D-STAN,BMW,O,OCHR,DRZEW,100,0.93,OCH WOD,SO,9,68,2022
4746,211018620,02-11-2-07-32    -c   -00,D-STAN,LMW,O,OCHR,DRZEW,100,18.73,OCH WOD,SO,9,58,2022
