,a_i_num,adr_for,area_type,site_type,silvicult,forest_fun,stand_stru,rotat_age,sub_area,prot_categ,species_cd,part_cd,spec_age,a_year
4281,211008225,02-11-3-09-95    -c   -00,D-STAN,LMŚW,GPZ,GOSP,KO,100,9.14,,SO,7,128,2022
4282,211011173,02-11-3-12-119   -h   -00,D-STAN,BMW,O,OCHR,DRZEW,100,3.6,OCH WOD,SO,9,43,2022
4283,211007698,02-11-2-08-226   -h   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,120,0.52,,BK,8,20,2022
4284,211009675,02-11-3-11-188   -b   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,120,2.98,,BK,7,53,2022
4285,211023400,02-11-3-10-107   -a   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,2.63,,SO,10,68,2022
4286,211018674,02-11-2-05-212   -b   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,3.45,,SO,8,88,2022
4287,211002050,02-11-1-03-140   -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,6.28,OCH USZK,SO,5,9,2022
4288,211011379,02-11-3-12-169   -h   -00,D-STAN,LMW,O,OCHR,DRZEW,100,1.2,OCH WOD,SO,4,33,2022
4289,211010013,02-11-3-11-241   -a   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,2.63,,SO,3,28,2022
4291,211023656,02-11-3-09-85    -d   -00,D-STAN,LMW,O,OCHR,KDO,100,8.44,OCH WOD,SO,8,138,2022
4292,211004240,02-11-2-05-190   -b   -00,D-STAN,LW,O,OCHR,DRZEW,80,4.4,OCH WOD,OL,8,58,2022
4293,211004037,02-11-2-05-158   -g   -00,D-STAN,LMW,O,OCHR,DRZEW,100,0.77,OCH WOD,SO,7,50,2022
4294,211002082,02-11-1-03-142   -i   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,1.98,OCH USZK,DB,9,93,2022
4295,211000966,02-11-1-02-26A   -f   -00,SZCZ CHR,OL,S,OCHR,,80,0.16,OCH USZK,OL,10,53,2022
4296,211018240,02-11-2-08-109   -a   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,17.23,,SO,10,48,2022
4298,211018295,02-11-2-08-202   -b   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,5.58,,SO,10,63,2022
4299,211023178,02-11-3-12-168   -b   -00,D-STAN,BMŚW,S,OCHR,DRZEW,100,1.69,OCH WOD,SO,5,28,2022
4300,211005778,02-11-2-06-164   -c   -00,D-STAN,LMW,O,OCHR,DRZEW,100,4.66,OCH WOD,SO,9,48,2022
4302,211004052,02-11-2-05-159   -g   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,6.65,,SO,4,10,2022
4303,211001594,02-11-1-02-103   -b   -00,D-STAN,LMŚW,O,OCHR,KO,100,2.9,OCH USZK,SO,7,103,2022
4304,211017850,02-11-1-04-225   -h   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.75,OCH USZK,SO,5,83,2022
4305,211001356,02-11-1-02-82A   -bx  -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,0.4,OCH USZK,SO,6,108,2022
4306,211024735,02-11-3-12-78    -f   -01,D-STAN,LMW,O,OCHR,DRZEW,100,4.26,OCH OSTOJ,SO,10,88,2022
4307,211024749,02-11-2-06-10    -d   -99,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.23,OCH WOD,SO,9,103,2022
4308,211023472,02-11-3-10-204   -c   -00,D-STAN,BMW,O,OCHR,DRZEW,100,4.6,OCH WOD,SO,9,73,2022
4309,211007810,02-11-3-09-16    -b   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,4.9,,SO,10,42,2022
4310,211009002,02-11-3-09-100   -c   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,0.45,,SO,10,53,2022
4311,211013933,02-11-2-06-46    -d   -00,INNE WYL,LMŚW,GPZ,GOSP,,100,0.46,,OL,,53,2022
4312,211009230,02-11-3-10-112   -d   -00,D-STAN,BMW,O,OCHR,DRZEW,100,3.87,OCH WOD,SO,9,43,2022
4313,211010392,02-11-3-10-202   -b   -00,D-STAN,LMW,S,OCHR,DRZEW,80,1.07,OCH WOD,OL,7,63,2022
4314,211017566,02-11-2-05-181   -b   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,2.84,,SO,4,13,2022
4315,211009368,02-11-3-11-139   -h   -00,D-STAN,LMW,O,OCHR,DRZEW,100,4.94,OCH WOD,SO,10,63,2022
4316,211005785,02-11-2-06-165   -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,4.39,OCH WOD,SO,5,68,2022
4317,211008662,02-11-3-10-30    -g   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,2.56,,SO,10,53,2022
4318,211017631,02-11-1-04-231   -j   -00,D-STAN,BMŚW,S,OCHR,DRZEW,100,2.27,OCH USZK,SO,10,44,2022
4319,211017939,02-11-3-10-156   -f   -00,D-STAN,BMW,O,OCHR,DRZEW,100,2.64,OCH WOD,SO,6,15,2022
4320,211007740,02-11-3-09-3     -g   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,2.97,,SO,10,98,2022
4321,211002477,02-11-1-03-168   -k   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.27,OCH USZK,MD,4,48,2022
4322,211018701,02-11-3-12-75    -d   -00,D-STAN,BMŚW,S,GOSP,DRZEW,100,2.04,,SO,8,18,2022
4323,211009773,02-11-3-11-194   -b   -00,D-STAN,LMW,O,OCHR,DRZEW,100,1.15,OCH WOD,SO,10,68,2022
4324,211024022,02-11-1-04-216   -c   -00,D-STAN,BMŚW,O,OCHR,KO,100,3.27,OCH USZK,SO,10,113,2022
4325,211005860,02-11-2-06-192   -b   -00,D-STAN,LMW,O,OCHR,DRZEW,100,5.51,OCH WOD,SO,6,38,2022
4326,211024496,02-11-1-03-127   -f   -00,D-STAN,LMŚW,O,OCHR,KDO,100,5.08,OCH USZK,SO,10,103,2022
4327,211001979,02-11-1-03-135   -a   -00,D-STAN,LŚW,O,OCHR,DRZEW,100,5.09,OCH USZK,SO,8,53,2022
4328,211024086,02-11-2-06-105   -b   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,3.42,,SO,10,108,2022
4329,211007336,02-11-2-08-170   -c   -00,D-STAN,LW,O,OCHR,DRZEW,140,1.27,OCH WOD,DB,10,133,2022
4330,211005294,02-11-2-06-100   -i   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.15,OCH WOD,SO,10,73,2022
4331,211003970,02-11-2-05-153   -f   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,2.78,,SO,10,103,2022
4332,211020786,02-11-1-01-70    -g   -00,D-STAN,LMW,O,OCHR,KDO,80,6.27,OCH USZK,BRZ,7,58,2022
4333,211006341,02-11-2-07-43    -b   -00,D-STAN,LMW,O,OCHR,DRZEW,80,7.69,OCH WOD,OL,4,33,2022
4334,211023274,02-11-3-11-179   -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,17.27,OCH WOD,SO,4,28,2022
4335,211003630,02-11-1-04-234   -d   -00,D-STAN,BMW,S,OCHR,DRZEW,100,3.67,OCH USZK,SO,6,7,2022
4336,211018791,02-11-2-05-2     -i   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,12.05,,SO,7,63,2022
4337,211000886,02-11-1-01-108   -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.05,OCH USZK,SO,6,28,2022
4338,211010318,02-11-3-10-198   -h   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,2.11,,SO,10,88,2022
4339,211003776,02-11-2-05-45    -k   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,0.68,,SO,5,43,2022
4340,211024532,02-11-3-11-189   -b   -01,D-STAN,BMW,O,OCHR,DRZEW,100,2.79,OCH WOD,SO,8,33,2022
4341,211001708,02-11-1-02-116   -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.07,OCH USZK,SO,5,10,2022
4342,211009716,02-11-3-11-191   -a   -00,D-STAN,LMW,O,OCHR,DRZEW,80,1.45,OCH WOD,BRZ,7,33,2022
4344,211018665,02-11-2-07-71    -h   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.5,OCH WOD,SO,10,68,2022
4345,211011167,02-11-3-12-119   -f   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,1.38,,SO,10,63,2022
4346,211018318,02-11-3-10-110   -g   -00,D-STAN,BMW,O,OCHR,DRZEW,100,10.01,OCH WOD,SO,10,63,2022
4347,211001826,02-11-1-01-124   -c   -00,D-STAN,LMW,O,OCHR,DRZEW,80,4.18,OCH USZK,BRZ,6,58,2022
4348,211023834,02-11-2-07-49    -g   -00,D-STAN,LMW,O,OCHR,DRZEW,100,23.58,OCH WOD,SO,9,63,2022
4350,211004761,02-11-2-05-18    -h   -00,D-STAN,LMŚW,S,GOSP,DRZEW,100,5.54,,SO,6,21,2022
4351,211023551,02-11-1-03-177   -c   -00,D-STAN,LMŚW,O,OCHR,KDO,140,2.58,OCH USZK,DB,7,133,2022
4353,211024032,02-11-1-03-157   -a   -00,D-STAN,LW,O,OCHR,DRZEW,100,19.17,OCH USZK,SO,6,93,2022
4354,211011214,02-11-3-12-122   -b   -00,D-STAN,LMW,O,OCHR,DRZEW,100,4.48,OCH WOD,SO,7,28,2022
4356,211000651,02-11-1-01-73    -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,0,3.21,OCH USZK,SO,5,3,2022
4357,211006527,02-11-2-07-64    -c   -00,D-STAN,BMW,O,OCHR,DRZEW,100,1.52,OCH WOD,SO,9,59,2022
4358,211007522,02-11-2-08-201   -f   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,0.79,,SO,10,33,2022
4359,211023586,02-11-2-08-199   -m   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,140,0.84,,DB,5,63,2022
4360,211005190,02-11-2-07-91    -i   -00,D-STAN,LMW,O,OCHR,DRZEW,100,0.7,OCH WOD,SO,8,78,2022
4361,211006735,02-11-2-07-76    -l   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,0.68,,SO,8,28,2022
4362,211001791,02-11-1-02-121   -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.2,OCH USZK,SO,4,18,2022
4363,211005832,02-11-2-08-168   -c   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,100,4.03,,SO,8,43,2022
4364,211023723,02-11-3-09-97    -c   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,1.48,OCH WOD,SO,6,63,2022
4365,211001464,02-11-1-02-90    -b   -00,ZRĄB,LMŚW,O,OCHR,,100,0.52,OCH USZK,SO,,113,2022
4366,211024694,02-11-3-12-167   -d   -99,D-STAN,BMW,S,OCHR,DRZEW,100,1.5,OCH WOD,SO,10,73,2022
4367,211001171,02-11-1-02-38    -j   -00,D-STAN,LMŚW,O,OCHR,DRZEW,80,0.27,OCH USZK,AK,10,83,2022
4368,211005849,02-11-2-08-169   -f   -00,D-STAN,LW,O,OCHR,DRZEW,80,1.18,OCH WOD,OL,9,63,2022
4370,211007713,02-11-3-09-2     -a   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,4.35,,SO,10,43,2022
4371,211006322,02-11-2-07-42    -c   -00,D-STAN,LMW,O,OCHR,DRZEW,100,1.63,OCH WOD,SO,5,28,2022
4372,211007100,02-11-2-08-114   -g   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,5.45,,SO,10,63,2022
4373,211006533,02-11-2-07-64    -g   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,3.6,,SO,10,59,2022
4374,211017432,02-11-2-08-225   -d   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,2.82,,SO,7,23,2022
4377,211020237,02-11-1-03-148   -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,6.36,OCH USZK,SO,10,48,2022
4378,211019286,02-11-1-03-155   -b   -00,D-STAN,LMW,O,OCHR,DRZEW,80,1.92,OCH USZK,BRZ,8,53,2022
4379,211002184,02-11-1-03-148   -h   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,80,4.05,,BRZ,9,43,2022
4380,211010932,02-11-3-12-73    -b   -00,D-STAN,BMW,O,OCHR,DRZEW,100,2.75,OCH WOD,SO,5,38,2022
4382,211009764,02-11-3-11-193   -b   -00,D-STAN,LW,O,OCHR,DRZEW,80,9.75,OCH WOD,BRZ,5,63,2022
4383,211019385,02-11-1-03-167   -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,5.55,OCH USZK,SO,7,48,2022
4384,211022980,02-11-1-01-110   -h   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,140,2.05,,DB,10,88,2022
4385,211000196,02-11-1-01-14    -d   -00,D-STAN,LŚW,O,OCHR,DRZEW,140,3.36,OCH USZK,DB,5,63,2022
4386,211002796,02-11-1-04-185   -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.3,OCH USZK,SO,7,63,2022
4388,211003018,02-11-1-04-220   -g   -00,D-STAN,BMW,O,OCHR,DRZEW,100,2.97,OCH USZK,SO,2,33,2022
4389,211002672,02-11-1-03-177   -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,2.45,OCH USZK,DB,4,103,2022
4390,211017523,02-11-2-06-12    -j   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.32,OCH WOD,SO,5,10,2022
4391,211003021,02-11-1-04-221   -a   -00,D-STAN,BŚW,O,OCHR,DRZEW,100,11.4,OCH USZK,SO,10,88,2022
4392,211002757,02-11-1-03-182   -d   -00,D-STAN,LŚW,O,OCHR,DRZEW,80,2.87,OCH USZK,BRZ,10,43,2022
4393,211019269,02-11-1-03-153   -h   -00,D-STAN,LW,O,OCHR,DRZEW,80,3.16,OCH USZK,BRZ,6,28,2022
4394,211004925,02-11-2-07-47    -d   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,100,4.22,,SO,4,83,2022
4395,211000424,02-11-1-01-44    -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.91,OCH USZK,SO,3,63,2022
4397,211023925,02-11-1-02-97    -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,120,7.05,OCH USZK,BK,5,98,2022
4399,211008353,02-11-3-11-177   -d   -00,D-STAN,LMW,O,OCHR,DRZEW,100,2.11,OCH WOD,SO,6,48,2022
4400,211005044,02-11-2-07-54    -i   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,7.24,,SO,10,63,2022
4401,211001309,02-11-1-02-62    -d   -00,D-STAN,LŚW,O,OCHR,DRZEW,100,0.22,OCH USZK,SO,8,93,2022
4402,211002012,02-11-1-03-138   -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,7.89,OCH USZK,SO,8,43,2022
4403,211024031,02-11-2-08-226   -i   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,0.23,,SO,8,83,2022
4404,211005006,02-11-2-07-52    -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.86,OCH WOD,SO,10,48,2022
4406,211004624,02-11-2-06-11    -a   -00,D-STAN,LŚW,O,OCHR,KO,100,5.5,OCH WOD,SO,9,103,2022
4407,211003867,02-11-2-05-121   -d   -00,D-STAN,LMW,O,OCHR,DRZEW,100,1.72,OCH WOD,SO,6,48,2022
4408,211000464,02-11-1-01-48    -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.76,OCH USZK,SO,6,33,2022
4409,211000805,02-11-1-01-94    -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.85,OCH USZK,SO,5,33,2022
4410,211018811,02-11-2-06-46    -cx  -00,POL ŁOW,LMW,O,OCHR,,100,0.39,OCH WOD,DB,,253,2022
4412,211007157,02-11-2-08-139   -a   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,0.07,,SO,10,63,2022
4413,211004593,02-11-2-05-8     -j   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,80,3.71,,BRZ,5,43,2022
4414,211000081,02-11-1-01-7     -a   -00,D-STAN,LŚW,O,OCHR,DRZEW,140,1.9,OCH USZK,DB,5,58,2022
4415,211018552,02-11-3-11-182   -j   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,4.94,,SO,8,88,2022
4416,211023867,02-11-2-07-77    -b   -00,D-STAN,LMW,O,OCHR,DRZEW,100,8.6,OCH WOD,SO,5,36,2022
4417,211022905,02-11-2-07-73    -j   -00,D-STAN,BMW,GZ,GOSP,KDO,100,4.61,,SO,10,98,2022
4418,211002378,02-11-1-03-163   -g   -00,D-STAN,LŚW,O,OCHR,DRZEW,100,4.53,OCH USZK,SO,4,19,2022
4419,211017423,02-11-2-07-49    -m   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,100,2.63,,SO,5,23,2022
4420,211024599,02-11-1-04-209   -g   -03,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.06,OCH USZK,SO,9,63,2022
4421,211024653,02-11-1-03-167   -a   -01,ZRĄB,LMŚW,O,OCHR,,100,2.74,OCH USZK,SO,,107,2022
4423,211021144,02-11-3-11-187   -f   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,3.62,,SO,10,98,2022
4425,211005732,02-11-2-06-160   -i   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,80,1.86,,BRZ,5,26,2022
4427,211003891,02-11-2-05-148   -g   -00,D-STAN,LŚW,O,OCHR,DRZEW,80,1.45,OCH WOD,BRZ,5,28,2022
4428,211005999,02-11-2-06-218   -g   -00,D-STAN,LMW,O,OCHR,DRZEW,100,1.73,OCH WOD,SO,8,68,2022
4429,211010116,02-11-3-10-156   -d   -00,D-STAN,BMW,O,OCHR,DRZEW,100,2.94,OCH WOD,SO,7,68,2022
4430,211024177,02-11-2-07-72    -k   -00,D-STAN,LW,O,OCHR,DRZEW,100,0.01,OCH WOD,SO,10,108,2022
4432,211009385,02-11-3-11-140   -i   -00,D-STAN,LMW,O,OCHR,DRZEW,100,0.82,OCH WOD,SO,6,6,2022
4433,211023367,02-11-3-10-31    -o   -00,ZRĄB,BMW,GZ,GOSP,,0,0.51,,,,0,2022
4434,211023944,02-11-1-02-112   -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.98,OCH USZK,SO,6,73,2022
4435,211011115,02-11-3-12-82    -c   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,100,7.5,,SO,6,9,2022
4436,211004285,02-11-2-05-208   -h   -00,D-STAN,LŚW,GPZ,GOSP,2 PIĘTR,140,2.41,,DB,10,123,2022
4437,211010474,02-11-3-10-206   -k   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,0.85,,SO,10,68,2022
4438,211003099,02-11-1-04-195   -b   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,2.04,OCH USZK,SO,10,93,2022
4439,211010297,02-11-3-12-166   -i   -00,D-STAN,LW,O,OCHR,DRZEW,80,1.47,OCH WOD,OL,10,58,2022
4441,211009868,02-11-3-11-220   -n   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,0.6,,SO,10,43,2022
4442,211007169,02-11-2-08-139   -f   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,4.49,,SO,10,28,2022
4443,211004461,02-11-2-05-228   -b   -00,D-STAN,LMW,O,OCHR,DRZEW,100,1.3,OCH WOD,SO,5,68,2022
4444,211006648,02-11-2-07-73    -a   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,1.09,,SO,10,62,2022
4445,211023316,02-11-3-11-219   -c   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,0,3.6,,SO,10,2,2022
4446,211023937,02-11-1-02-101   -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.75,OCH USZK,SO,8,43,2022
4448,211018304,02-11-2-08-206   -f   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,7.31,,SO,8,28,2022
4449,211003656,02-11-1-04-236   -g   -00,D-STAN,BMŚW,S,OCHR,DRZEW,100,2.91,OCH USZK,SO,8,28,2022
4450,211017156,02-11-1-01-66    -n   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,80,5.03,,BRZ,6,63,2022
4451,211002762,02-11-1-04-183   -b   -00,D-STAN,LŚW,O,OCHR,KO,100,2.99,OCH USZK,MD,5,158,2022
4452,211017531,02-11-3-10-105   -a   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,3.63,,SO,9,18,2022
4453,211018267,02-11-2-08-143   -a   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,6.08,,SO,10,58,2022
4454,211003747,02-11-2-05-44    -f   -00,D-STAN,LMŚW,S,GOSP,DRZEW,100,5.17,,SO,5,13,2022
4456,211018254,02-11-2-08-139   -k   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,4.12,OCH WOD,SO,8,38,2022
4457,211022901,02-11-2-06-133   -c   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,2.61,,SO,10,113,2022
4459,211007899,02-11-3-09-47    -g   -00,D-STAN,BMW,O,OCHR,DRZEW,100,2.55,OCH WOD,SO,10,73,2022
4460,211023324,02-11-3-11-221   -b   -00,D-STAN,BMW,O,OCHR,KO,100,3.62,OCH WOD,SO,10,103,2022
4461,211018892,02-11-2-08-106   -f   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,3.35,,SO,10,53,2022
4462,211023997,02-11-1-04-232   -d   -00,D-STAN,BMŚW,S,OCHR,KO,100,3.78,OCH USZK,SO,9,133,2022
4464,211022779,02-11-1-04-204   -i   -00,D-STAN,LMŚW,O,OCHR,DRZEW,80,1.22,OCH USZK,DB.C,7,78,2022
4466,211002461,02-11-1-03-168   -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.7,OCH USZK,SO,10,48,2022
4467,211003685,02-11-1-04-239   -c   -00,D-STAN,LMŚW,S,OCHR,DRZEW,100,4.55,OCH USZK,SO,5,5,2022
4468,211006664,02-11-2-07-73    -k   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,1.94,,SO,9,48,2022
4469,211007613,02-11-2-08-206   -d   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,8.63,,SO,9,43,2022
4470,211009135,02-11-3-10-107   -i   -00,D-STAN,BMW,O,OCHR,DRZEW,100,1.37,OCH WOD,SO,10,43,2022
4471,211020989,02-11-3-10-237   -t   -00,D-STAN,LMW,O,OCHR,DRZEW,80,0.23,OCH WOD,BRZ,7,48,2022
4472,211004958,02-11-2-07-50    -c   -00,D-STAN,LMW,O,OCHR,DRZEW,100,4.37,OCH WOD,SO,10,73,2022
4473,211009159,02-11-3-10-109   -b   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,1.47,,SO,10,38,2022
4474,211022861,02-11-2-07-23    -i   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,80,0.11,,AK,8,38,2022
4475,211000068,02-11-1-01-6     -b   -00,D-STAN,LŚW,O,OCHR,DRZEW,100,3.2,OCH USZK,MD,9,48,2022
4476,211008639,02-11-3-10-29    -b   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,0,3.96,,SO,7,2,2022
4477,211004313,02-11-2-05-210   -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,1.44,OCH WOD,SO,10,33,2022
4478,211002145,02-11-1-03-147   -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,80,2.82,OCH USZK,BRZ,8,40,2022
4480,211021073,02-11-3-11-195   -a   -00,D-STAN,LMW,O,OCHR,KO,100,4.04,OCH WOD,SO,6,103,2022
4481,211022894,02-11-3-12-77    -n   -00,D-STAN,BMW,S,OCHR,KO,100,4.94,OCH WOD,SO,9,108,2022
4483,211005892,02-11-2-06-194   -c   -00,D-STAN,LMW,O,OCHR,DRZEW,100,5.75,OCH WOD,SO,6,33,2022
4484,211001251,02-11-1-02-58    -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,7.27,OCH USZK,DB,8,63,2022
4486,211002777,02-11-1-04-184   -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.43,OCH USZK,SO,10,98,2022
4487,211017992,02-11-2-08-111   -c   -00,D-STAN,BMW,O,OCHR,KO,100,4.12,OCH WOD,SO,10,133,2022
4488,211004225,02-11-2-05-189   -f   -00,D-STAN,LW,O,OCHR,DRZEW,80,1.37,OCH WOD,BRZ,7,38,2022
4489,211000984,02-11-1-02-26A   -o   -00,SZCZ CHR,OL,S,OCHR,,80,0.28,OCH USZK,BRZ,5,68,2022
4490,211005782,02-11-2-06-164   -f   -00,D-STAN,LW,O,OCHR,DRZEW,80,0.78,OCH WOD,OL,6,68,2022
4491,211008770,02-11-3-09-60    -d   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,8.18,,SO,10,43,2022
4493,211017390,02-11-1-04-189   -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,5.98,OCH USZK,SO,6,7,2022
4495,211007573,02-11-2-08-204   -b   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,6.72,,SO,10,28,2022
4496,211005676,02-11-2-08-136   -a   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,2.3,,SO,5,5,2022
4497,211005353,02-11-2-06-103   -j   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,2.13,,SO,10,73,2022
4498,211003848,02-11-2-05-120   -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,4.25,OCH WOD,SO,8,48,2022
4499,211000106,02-11-1-01-8     -h   -00,D-STAN,LŚW,O,OCHR,DRZEW,80,1.13,OCH USZK,DB.C,8,103,2022
4500,211010730,02-11-3-12-8     -d   -00,D-STAN,LMŚW,GPZ,GOSP,KO,100,5.2,,SO,9,98,2022
4501,211001688,02-11-1-02-114   -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,6.3,OCH USZK,SO,4,20,2022
4502,211004482,02-11-2-05-229   -f   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,140,1.22,,DB,10,123,2022
4503,211008286,02-11-3-11-132   -g   -00,D-STAN,LMŚW,GPZ,GOSP,KO,100,7.2,,SO,5,133,2022
4504,211024150,02-11-1-04-227   -i   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,0.12,OCH USZK,SO,9,58,2022
4505,211024675,02-11-3-10-235   -d   -01,ZRĄB,BMŚW,GZ,GOSP,,100,2.62,,SO,,98,2022
4507,211002945,02-11-1-04-212   -k   -00,D-STAN,BMW,O,OCHR,DRZEW,100,1.17,OCH USZK,SO,10,83,2022
4508,211001954,02-11-1-03-132   -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.4,OCH USZK,SO,9,48,2022
4509,211004653,02-11-2-06-12    -n   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.58,OCH WOD,SO,5,48,2022
4510,211000585,02-11-1-01-69    -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.35,OCH USZK,SO,6,23,2022
4511,211000986,02-11-1-02-26A   -p   -00,SZCZ CHR,OL,S,OCHR,,80,1.0,OCH USZK,DB,4,93,2022
4512,211009412,02-11-3-11-141   -g   -00,D-STAN,LMW,O,OCHR,DRZEW,100,1.96,OCH WOD,SO,8,48,2022
4513,211008282,02-11-3-11-132   -d   -00,D-STAN,LMŚW,GPZ,GOSP,KO,100,1.44,,SO,8,133,2022
4514,211001817,02-11-1-01-123   -f   -00,D-STAN,LMW,O,OCHR,DRZEW,80,4.19,OCH USZK,BRZ,5,58,2022
4516,211009736,02-11-3-11-191   -h   -00,D-STAN,LMW,O,OCHR,DRZEW,100,0.65,OCH WOD,SO,9,43,2022
